"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,83,"GAB","Gabon","GABON","Gabon","Gabon","","","","Gabon ","Gabón ","<U+0413><U+0430><U+0431><U+043E><U+043D>","<U+0627><U+0644><U+063A><U+0627><U+0628><U+0648><U+0646>","<U+52A0><U+84EC> ","","","Gabon","GA","","GB","266","19600817","Present","1230088","261688.703","4.700577387935619","Middle Africa","Africa","1","","","","Sub-Saharan Africa","Upper middle income","Severely indebted","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
